id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
32584,45988,Death Jr.,NULL,2005-05-16 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
7687,75299,Deco Online,NULL,2005-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177413,200997,Delta Force: Black Hawk Down,NULL,2005-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193617,1273,Delta Force: Xtreme,NULL,2005-04-22 00:00:00.000,3,NULL,NULL,NULL,65.0155,7
168262,5520,Democracy,NULL,2005-04-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
128621,72861,Demon Chaos,"It is set in feudal Japan in the 16th century and revolves around a priestess who has been given eternal youth until she exterminates all the demons. She has been given charge of a mystical beast from the gods, Inugami, which is controlled by the player. 
 
The game is in vein of the well known Dynasty Warriors series, in which the player battles crowd after crowd of hostile enemies. The unique aspect of the game is that up to 65,535 enemies can be on-screen at once.",2005-11-24 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
135745,38455,Densha de GO! Pocket: Yamanotesen-hen,NULL,2005-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91036,35592,Desert Law,NULL,2005-04-29 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0
173670,215448,Destroy All Humans!,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195711,2651,Destroy All Humans!,NULL,2005-06-21 00:00:00.000,19,NULL,70.0000,6,71.9946,48
130363,49695,Detective Conan: Akatsuki no Monument,NULL,2005-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164998,22568,Devil Kings,NULL,2005-10-11 00:00:00.000,2,NULL,70.0000,1,NULL,NULL
41250,218878,Dig Dug,NULL,2005-03-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56046,178410,Dig Dug Arrangement,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39288,47729,Dig Dug: Digging Strike,NULL,2005-09-08 00:00:00.000,NULL,NULL,NULL,NULL,63.0000,0
172583,3878,Digimon World 4,"The Yamato Server disappears after the X-Virus attacks, and the Doom Server has taken it's place. It's up to the you and up to 3 of your friends, the Digital Security Guard (D.S.G.) to venture into the Doom Server, discover the source of the virus and deal with the infection before it can infect the Home server. 
 
You will venture into the Dry Lands stop the virus from spreading, into the Venom Jungle to stop the Dread Note from launching and then the Machine Pit to destroy the final boss. 
 
After finishing the game for the first time, you unlock Hard mode, where the enemies are stronger, but you keep all of your levels, equipment and digivolutions. Do it again, and you unlock the hardest difficulty, Very Hard.",2005-01-06 00:00:00.000,4,NULL,NULL,NULL,40.0452,13
175842,132161,Dino Master,NULL,2005-05-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136954,140907,Dinosaur King,"Max Taylor, his father Spike Taylor and Rex Owen found stone tablets on a fossil excavation site in Africa, the tablets suddenly bursts out voices of the past: Dinosaurs! They request that Max and Rex go back to the past to help them from the Alpha Gang who are capturing dinosaurs. Max and Rex used Dinosaurs and Move Cards and pushed back the Alpha Gang.",2005-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
78452,22402,Diplomacy,NULL,2005-12-31 00:00:00.000,NULL,NULL,57.5000,3,NULL,NULL
175629,46619,Disciples II: Gold Edition,NULL,2005-03-03 00:00:00.000,NULL,NULL,NULL,NULL,75.8619,7
145938,220083,Disney Friends,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150099,220084,Disney Princess,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159937,69056,Disney Princess Worlds of Enchantment,NULL,2005-02-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125787,57919,Disney's Beauty and the Beast: Magical Ballroom,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161832,49376,Disney's Cinderella: Magical Dreams,NULL,2005-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167891,6434,Disney's Herbie: Fully Loaded,NULL,2005-06-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109881,49186,Disney's Kim Possible 3: Team Possible,"Kim returns to battle fiendish villains once again, but this time she's got help in the form of her klutzy partner, Ron Stoppable. Together the pair work as a team to take on Monkey Fist, Senior Senior Sr. and Jr., and of course, the ever-incompetent Dr. Drakken, as they try to work out who stole Kim's grandmother's photo album.",2005-09-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169338,47728,Disney's Kim Possible: Kimmunicator,NULL,2005-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113890,79954,Disney's Peter Pan: The Legend of Never Land,NULL,2005-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112283,49406,Disney's That's SO Raven 2: Supernatural Style,NULL,2005-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55674,217673,Distress,NULL,2005-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150141,1098,DK: King of Swing,NULL,2005-02-04 00:00:00.000,NULL,NULL,70.0000,1,70.0000,4
14456,88105,Do Not Press the Red Button,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70612,214719,DoDonPachi Dai-Ou-Jou DX,NULL,2005-03-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152194,18337,Dofus,"A long time ago a dragon named Bolgrot arrived in the eternal Province of Amakna. The young Rykke Errel was the only one courageous enough to face the terrible creature. Instead of reducing him to dust as it could easily have done, the dragon bowed down before the young knight and swore loyalty to him.

Months passed by and Rykke met Helsephine, a young enchantress, and fell madly in love with her. When he introduced Helsephine to Bolgrot, Rykke would never have guessed what was about to happen. The dragon, mad with rage, killed the sweet Helsephine and flew away, destroying everything on its way.

Rykke chased the dragon into his cave. When he found it, the old friends confronted each other in a titanic fight. Using his weapons and magic, Rykke succeeded bringing Bolgrot down. But fatally injured, the young hero died short after.

Looking for an explanation about the sudden violence of Bolgrot, the wise men of Amakna discovered within the entrails of the dragon six unusually colored eggs that were called DOFUS. Later on, it was discovered that when these eggs were reunited their power was absolute. Absolute, but also unstable. The wise men decided to conceal those terrible relics from the rest of the world.

During the following centuries, the secret of the existence of the DOFUS was so well kept that people eventually forgot all about them. But a cursed day among others, the guardians of the secret discovered that the DOFUS had disappeared. The news quickly spread, arousing terror and covetousness. It didn't take long for adventurers to show up in Amakna, attracted by the prospect of glory or plunder. From then on, the destiny of Amakna was uncertain and the appearance of numerous creatures as terrifying as they're unknown added to the confusion.",2005-09-01 00:00:00.000,5,NULL,70.0000,2,90.4932,29
103892,9380,Domination,NULL,2005-03-03 00:00:00.000,NULL,NULL,55.0000,1,70.0000,1
190800,132723,Donkey Kong Country 3,"Months after the Kongs' second triumph over the Kremling Krew, they continue to celebrate. One day, DK and Diddy suddenly disappear, and a letter from Diddy says they were out exploring the island again.

However, several days pass without their return, and Dixie knows something is up. She takes matters into her own hands, and made her way to the southern shores of Donkey Kong Island, to the Northern Kremisphere, a Canadian and northern European-inspired landmass. There she meets Wrinkly Kong, and Wrinkly confirmed that the Kongs had passed by. Dixie then makes her way to Funky's Rentals. Funky suggests her to take her baby cousin Kiddy Kong along with her in the search. Funky lends them a boat and the two venture off to find Donkey and Diddy Kong.",2005-11-01 00:00:00.000,NULL,NULL,70.0000,1,80.0737,5
148181,3891,Donkey Konga 3: All You Can Eat! Spring 50 Music Works Mix,NULL,2005-03-17 00:00:00.000,1,NULL,NULL,NULL,72.0000,1
134100,101029,DOOM RPG,"A mysterious distress signal calls your team—two hardened Marines and a rookie scientist—to a Union Aerospace Corporation research facility on Earth’s Moon, but you were unprepared for what awaits you. The forces of Hell itself have taken hold of the station and its inhabitants! Zombies and demonic monsters roam the halls, killing all who cross their path. Your backup squad is dead. Mysterious scientists conspire against you. Even the facility’s AI cannot be trusted. You are being hunted from all sides. Now, you must fight to survive, and try to stop the invasion—and uncover the truth—by any means available. The fate of all humanity is at stake!",2005-09-13 00:00:00.000,2,NULL,NULL,NULL,73.7902,6
56966,43393,Doomsday Racers,NULL,2005-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121574,221672,Dora The Explorer,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122484,85887,Dora the Explorer,NULL,2005-07-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164710,3892,Dora the Explorer: Journey to the Purple Planet,NULL,2005-10-13 00:00:00.000,NULL,NULL,NULL,NULL,18.0000,0
121149,221673,Dora The Explorer: Nursery Rhyme Adventure,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18598,91427,Dora the Explorer: Pirate Pig's Treasure & Dora the Explorer: Super Star Adventures Double Pack,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100090,221812,Dora the Explorer: Soccer / Dora's Star Mountain Adventure,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129760,63028,Double S.T.E.A.L. The Second Clash,"Having already freed Hong Kong from the grip of the Yakuza in their last game, the Dragons of the Hong Kong Police Force fly to America to hand Tiger Takagi off to the CIA. Unfortunately Takagi is barely on American soil for five minutes before his Yakuza cronies spring him, and this time it's up to the Dragons alone to put him behind bars for good.",2005-08-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24957,47723,Dr. Kawashima's Brain Training: How Old is Your Brain?,NULL,2005-05-19 00:00:00.000,1,NULL,NULL,NULL,82.5973,13
183522,22549,Dr. Mario & Puzzle League,NULL,2005-09-13 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
124003,141091,Dr. Stanley's House I,"You are invited by Dr Stanley for a visit. But this visit is not easy at all because it's hard to enter the house and almost all the doors inside are locked. Besides, someone is behind and target you all the time. How to enter the house? Where is Dr Stanley? Who is trying to attack you? What's the big secret of Stanley? All this questions are waiting for your answer.",2005-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153088,24269,Dragon Ball GT: Transformation,NULL,2005-08-09 00:00:00.000,NULL,NULL,58.0000,1,53.3092,13
183349,2253,Dragon Ball Z: Budokai Tenkaichi,NULL,2005-10-06 00:00:00.000,17,NULL,62.5000,3,73.4285,60
102277,3896,Dragon Ball Z: Sagas,NULL,2005-03-22 00:00:00.000,6,NULL,NULL,NULL,48.7989,42
185498,2577,Dragon Ball Z: Supersonic Warriors 2,NULL,2005-11-17 00:00:00.000,7,NULL,80.0000,1,68.4733,20
176692,47891,Dragon Booster,NULL,2005-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58339,1824,Dragon Quest Heroes: Rocket Slime,NULL,2005-12-01 00:00:00.000,2,NULL,80.0000,3,79.9947,9
195435,1813,Dragon Quest II: Luminaries of the Legendary Line,NULL,2005-12-31 00:00:00.000,10,NULL,0.0000,1,79.3994,32
194798,11663,Drakengard 2,NULL,2005-06-16 00:00:00.000,5,NULL,63.0000,3,71.0690,13
177525,206922,Dream Life,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180917,6390,Drill Dozer,"Doug who is the leader of a bandit gang known as The Red Dozers and also Jill's Father. Doug was ambushed by a rival gang known as the Skullkers. They attacked the Red Dozers to steal the powerful Red Diamond, a gift from Jill's dead mother. To retrieve it, Jill mounts the powerful vehicle, the Drill Dozer.",2005-09-22 00:00:00.000,1,NULL,75.0000,2,72.7428,10
110459,194978,Driv3r,NULL,2005-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7648,124914,Drod 1+2+3,NULL,2005-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152681,9085,DROD: Journey to Rooted Hold,NULL,2005-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159145,44709,DT Racer,NULL,2005-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64632,49583,Duel Masters 2 - Kirifuda Shoubu Ver.,NULL,2005-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163791,49402,Duel Masters: Shadow of the Code,"Recent tournament titles have put you at the top of the competitive circuit. Fans want your autograph, your smiling face adorns many a zine cover, and shop owners argue over who gets to be your sponsor. But all is not well when your pal Shobu goes missing and kids start reporting real-life sightings of famous Duel Masters creatures in town. Winning tournament isn't enough if you want to solve the mystery of missing Shobu.",2005-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162497,74838,Duel Savior Destiny,NULL,2005-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176026,26606,Dungeon Fighter Online,NULL,2005-08-01 00:00:00.000,4,NULL,NULL,NULL,79.5858,5
134073,304,Dungeon Lords,NULL,2005-05-05 00:00:00.000,1,NULL,64.0000,1,NULL,NULL
192886,9269,Dungeon Siege II,NULL,2005-08-16 00:00:00.000,20,NULL,83.0000,5,78.9168,63
172826,674,Dungeons & Dragons: Dragonshard,"Dragonshard takes place in the world of Eberron. In the creation myth of Eberron, the dragon Khyber warred with his sister Siberys and shattered her body to pieces. In his anger, Khyber's brother Eberron wrapped him in his coils, trapping Khyber. The bodies of the three dragons became the three parts of Eberron's world: the surface Eberron, the Ring of Siberys that encircles Eberron, and the underworld of Khyber. The three world parts produce dragonshards, crystal and rock fragments imbued with magic power.

The Heart of Siberys is the largest dragonshard in Eberron. When it fell from the Ring of Siberys to the continent of Xen'drik, it created a storm-swept mountain range known as the Ring of Storms and caused a city to sink into the earth. Its immense magical force caused the natural creatures of the Ring of Storm to evolve into the Lizardfolk. To this day, the Heart draws factions into conflict over control of its power.

In addition to the playable races, Eberron is populated by a number of neutral non-player factions and creatures, including the illithids, longtime foes of the Umbragen, a host of golems constructed by an extinct elven race, ettins, and thri-kreen.

Dragonshard is the first video game set in the D&D campaign setting of Eberron. Eberron's creator Keith Baker wrote the storyline for Dragonshard. However, some discrepancies exist between the game and the canonical Eberron Campaign Setting. Siberys dragonshards should be gold in color, but they are blue in the game. Building new warforged is forbidden under the Treaty of Thronehold that ended the Last War — the only sources for new warforged are Merrix d'Cannith's illegal forge in Sharn and the Lord of Blades' forge in the Mournland. In the game, however, the Order faction can build Warforged Titans.",2005-09-21 00:00:00.000,4,NULL,70.0000,1,81.4554,10
151027,186120,Dynasty Warriors 4: Hyper,"Dynasty Warriors 4 is set in Ancient China during the time of the Three Kingdoms era. The game begins at the fall of the Han Dynasty, shortly after the death of Emperor Ling when the Yellow Turban Rebellion led by Zhang Jiao begun an uprising against the Empire. A number of elements in the game build on aspects of Chinese Mythology and there is a mix between fact and fiction as the game is built on the story of Romance of the Three Kingdoms.

Many of the locations, characters, and events in Dynasty Warriors 4 are reported to have happened in Chinese history although many have been exaggerated to make the game more appealing to the player. There are also some features that are historically inaccurate such as Zhou Tai’s weapon, a Japanese tachi, as there is no historical record of this kind of weapon being used in that era. The game features environments resembling that of ancient China and various items from the era. Common items throughout the game include Fairy Wine and Dim Sum’s.",2005-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22810,5820,Dynasty Warriors 5,NULL,2005-02-24 00:00:00.000,6,NULL,63.3333,3,64.9701,21
29215,19618,Dynasty Warriors 5: Xtreme Legends,NULL,2005-11-15 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
16448,6394,Dynasty Warriors Advance,NULL,2005-03-24 00:00:00.000,NULL,NULL,30.0000,1,NULL,NULL
190460,8935,Earth 2160,NULL,2005-08-02 00:00:00.000,NULL,NULL,77.5000,3,53.2915,5
175011,213604,Echo Night: The First Voyage,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177641,203096,"Ed, Edd n Eddy: Lunchroom Rumble",NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51353,2722,"Ed, Edd n Eddy: The Mis-Edventures",NULL,2005-09-30 00:00:00.000,2,NULL,74.0000,1,50.6664,9
24619,221862,Eden's Edge,NULL,2005-05-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132800,136767,Ederon Online,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176636,18340,Electroplankton,NULL,2005-04-07 00:00:00.000,2,NULL,60.0000,2,61.0259,4
100736,49413,Elemental Gelade: Tozasareshi Uta,NULL,2005-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40149,92708,Elf Bowling 1 & 2,NULL,2005-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193437,23786,Elite Warriors: Vietnam,NULL,2005-03-25 00:00:00.000,NULL,NULL,45.5000,2,50.0000,0
159457,46457,Emergency 3,NULL,2005-02-25 00:00:00.000,2,NULL,NULL,NULL,70.0000,2
180709,1608,Empire Earth II,NULL,2005-04-26 00:00:00.000,6,NULL,75.0000,4,69.4045,23
67075,146766,Enchanted Words,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98220,92747,Endgame: Singularity,NULL,2005-09-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155162,19818,Enthusia: Professional Racing,NULL,2005-06-03 00:00:00.000,NULL,NULL,71.0000,3,NULL,NULL
182677,73018,"Erementar Gerad: Matoe, Suifu no Ken",NULL,2005-06-30 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
76181,6989,Espgaluda II,"The game takes place in a fictional land called Soma, three years after a massive war known as the Great Shinra War devastated the land and killed most of its plant life. Humanity is forced to pull their efforts together for the sake of survival and reforestation. Using new found technology, an alchemist named Hiodoshi spearheaded a project called Project Espgaluda, which gathered youths and used them as experimental test subjects for artificial armored wings. They were then called Galuda, named after the mythical bird of legend.

Ageha and Tateha were two of the subjects who escaped during the project. At the end of Espgaluda, they were reunited with their mother and lived peacefully after going into hiding. Espgaluda II begins when they are discovered.",2005-11-25 00:00:00.000,NULL,NULL,83.0000,1,NULL,NULL
2950,40729,Euchre,NULL,2005-05-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66385,43298,Euro Rally Champion,NULL,2005-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33681,5828,Evil Dead: Regeneration,NULL,2005-09-13 00:00:00.000,8,NULL,65.0000,2,74.9684,9
183631,9290,eXceed Gun Bullet Children,NULL,2005-12-31 00:00:00.000,3,NULL,NULL,NULL,50.0000,4
158074,85653,Exit,NULL,2005-12-15 00:00:00.000,NULL,NULL,NULL,NULL,53.0000,4
156786,22550,EyeToy: Kinetic,NULL,2005-12-22 00:00:00.000,NULL,NULL,80.0000,2,NULL,NULL
156764,19842,EyeToy: Play 2,NULL,2005-09-16 00:00:00.000,NULL,NULL,80.0000,3,NULL,NULL
168519,19843,EyeToy: Play 3,NULL,2005-12-09 00:00:00.000,NULL,NULL,50.0000,1,67.7445,8
169454,517,F.E.A.R.,"An unidentified paramilitary force infiltrates a multi-billion dollar aerospace compound, taking hostages but issuing no demands. The government responds by sending in Special Forces, but loses contact as an eerie signal interrupts radio communications. When the interference subsides moments later, the team has been obliterated. As part of a classified strike team created to deal with threats no one else can handle, your mission is simple: Eliminate the intruders at any cost. Determine the origin of the signal. And contain the crisis before it spirals out of control.",2005-10-17 00:00:00.000,138,NULL,80.8571,9,80.9567,390
66259,38472,F1 Grand Prix,NULL,2005-09-01 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
37763,11740,Façade,NULL,2005-07-05 00:00:00.000,NULL,NULL,NULL,NULL,75.8724,9
12724,43281,Fahrenheit: Special Edition,NULL,2005-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170897,695,Falcon 4.0: Allied Force,NULL,2005-06-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125156,201947,Falling Bush,NULL,2005-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39987,90245,Falling Sand,NULL,2005-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
32670,204555,Fanatica,"The protagonist of the game is Arshile, who has no memory of his past. He and his acquaintance Cartis travel and meed a man named Rodney who asks him has he already recalled anything.
Arshile awakes in a palace on an island, apparently being kidnapped by the mysterious man.
And so the mysteries and the painful truth start to unravel.",2005-03-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164437,188639,Fantasia Sango 2,"At the end of the Eastern Han Dynasty, the decline of the Han Dynasty led to the rise of heroes. People who were lost and disappointed in the chaotic world began to choose their own places, looking for a monarch who could bring them light. , a legend about the Three Dragons Treasures spread quickly among the people: Yinglong, the god who assisted the Yellow Emperor in defeating Chiyou, was unable to return to the sky after the war because of the filth in the world. After the death of Yinglong, the dragon's claws turned into the blue dragon sword; the long's eyes turned into the red dragon balls; and the dragon's heart turned into the jade dragon seal. It is rumored that if one of the three dragons is called king, if three dragons are obtained, the world will be conquered. This also caused the heroes of all parties to start looking for the whereabouts of the treasures.

During the late Han Dynasty, Chu Ge, Han Jing, and Chen Yan from Zhaode Village, Xiliang, a group of childhood sweethearts who each had a teenage dream, were also attacked by rumors. In the village, in addition to kidnapping Shen Yan, it also caused Han Jing to fall off a cliff... Later, in order to find Shen Yan and revive Zhaode Village, Chu Ge came to the strange Chang'an, and unintentionally rescued the princess of the Han Dynasty, Yao Zhen, Since then, he has been involved in the war in the late Han Dynasty.",2005-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172589,3914,Fantastic 4,NULL,2005-06-27 00:00:00.000,4,NULL,64.0000,5,60.8849,20
180192,209250,Fantastic 4,NULL,2005-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39000,49299,Fantastic 4: Flame On,NULL,2005-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83972,49578,Fantastic Children,NULL,2005-06-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29676,220580,Fantastic Fortune 2: Triple Star,"This love simulation title features three female main characters: Marine, Aqua and Aoi. You select one of these girls and play as her through a seven month training period as you work to become the ""Star Maiden."" During weekdays, you attend classes, building up your character's parameters. When the weekend comes around, you're off on the town, hunting for men. The game features lots of interactive conversation sequences as you choose to fall in love with a guy, make friends with a girl or work towards your stardom.",2005-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146863,220090,Fantastic Four,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174305,5831,Far Cry Instincts,NULL,2005-09-27 00:00:00.000,5,NULL,80.0000,6,83.9046,17
96947,129779,Far Til Fire: Gi'r Aldrig Op,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88761,169512,Fasmo,NULL,2005-04-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183173,5107,Fatal Frame III: The Tormented,NULL,2005-07-28 00:00:00.000,11,NULL,81.6667,3,80.0704,24
21456,10998,Fate,NULL,2005-05-18 00:00:00.000,1,NULL,NULL,NULL,66.8202,12
3435,12329,Fate/hollow ataraxia,"The plot of Fate/hollow ataraxia is based half a year after the events of Fate/stay night. Like its preceding counterpart, the story is set in Fuyuki City. Bazett Fraga McRemitz, a member of the Mages' Association and a master in the Fifth Holy Grail War, wakes on the fourth day of the Fifth Holy Grail war with a new servant, Avenger, and no memory of what happened to her beforehand. She and Avenger set off to fight and win the Holy Grail War. 
 
Meanwhile, Shirō Emiya lives a peaceful life with all of his friends from the Fifth Holy Grail War. After one of her experiments changes time and space, Rin Tohsaka leaves for the Mages' Association in England to fix things. The Servants sense a new danger while dark creatures appear soon afterward. Shirō, as a precaution, sets off to ensure nobody is in danger and instead finds himself frequently meeting a mysterious girl, Caren Ortensia. 
 
Both Bazett and Shirō find themselves in time loop that lasts four days, beginning of the fourth day of the Fifth Holy Grail War. Each time they die or survive four days, they always awake on the first day of the loop, aware of what has happened to them since the first time loop began. Determined to end the loop, Bazett, Avenger, and Shirō fight to discover the truth behind what is causing the endless four days.",2005-10-28 00:00:00.000,4,NULL,NULL,NULL,96.9715,12
171155,163214,Feng Yin Dao,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109785,22342,FIFA 06: Road to FIFA World Cup,NULL,2005-11-16 00:00:00.000,1,NULL,42.5000,2,69.8668,6
89376,20675,FIFA Manager 06,NULL,2005-10-07 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
67587,700,FIFA Soccer 06,NULL,2005-09-11 00:00:00.000,11,NULL,70.0000,1,69.5567,56
138425,5832,FIFA Street,NULL,2005-02-22 00:00:00.000,11,NULL,73.2727,11,78.3148,44
177107,3915,Fight Night Round 2,NULL,2005-09-01 00:00:00.000,1,NULL,92.2500,5,89.4724,10
91836,65911,Fighting For One Piece,NULL,2005-09-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151161,406,Final Fantasy IV Advance,NULL,2005-12-12 00:00:00.000,6,NULL,77.5000,2,80.7624,14
163714,2406,Final Fantasy VII,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58799,127832,Final Fantasy VII Snowboarding,"The main character is Cloud Strife, and the objective is to snowboard down tracks, dodging moogles, doing tricks off ramps, and collecting balloons. The ""Chocobo Theme"" song is played throughout the game.",2005-04-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125298,41852,Final Fantasy XI: The Vana'diel Collection,"Begin your journey into the world of Vana’diel by creating a customized character from a host of physical attributes and jobs. Experience missions, quests, and boss battles by yourself or join up with other party members to form powerful alliances as you explore the incredibly vast environments that make up Vana’diel. The inclusion of the Rise of the Zilart, Chains of Promathia, and Treasures of Aht Urhgan expansion packs expand the storyline and allow an even greater variety of jobs, higher-level skills, and abilities.",2005-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5330,85838,Finding Nemo: Nemo's Ocean Discoveries,NULL,2005-08-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158690,43625,Finny The Fish & The Seven Waters,NULL,2005-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132042,152137,Fire,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116333,1441,Fire Emblem: Path of Radiance,"War has engulfed the land of Tellius, where human beorc and half-human laguz view each other with mistrust. When a surprise invasion triggers a worldwide conflict, a sinister force emerges from the shadows and pits the two against one another. Only a young mercenary named Ike and his small band of soldiers-for-hire stand between Tellius and madness.",2005-04-20 00:00:00.000,27,NULL,80.0000,1,83.8402,73
108993,43587,Fire Heroes,NULL,2005-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153515,28767,Fire Pro Wrestling Returns,NULL,2005-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153127,22451,Fired Up,NULL,2005-09-01 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
132146,152138,Fish,NULL,2005-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170554,215174,Fist of the North Star,NULL,2005-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97173,40718,FlapPing,NULL,2005-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93270,86032,Flikken Game: De Achtervolging,NULL,2005-03-05 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
114280,43385,Flow: Urban Dance Uprising,NULL,2005-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13323,12054,Flyff,NULL,2005-12-25 00:00:00.000,1,NULL,NULL,NULL,46.3364,7
